"pt","site","latitude","longitude","occ1","occ2","occ3","occ4","obs1","obs2","obs3","obs4","ord1","ord2","ord3","ord4","dtime1","dtime2","dtime3","dtime4","mean2018","max2018","No_trees_mean","No_trees_max","No_wires_mean","No_wires_max","No_SW_mean","No_SW_max","No_SE_mean","No_SE_max","No_N_mean","No_N_max"
"KY13","K",40.54080865,-74.65871227,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,7.41666666666667,8.28333333333333,7.33333333333333,8.13333333333333,66.3703536987305,50.9922409057617,66.4806060791016,50.9922409057617,66.4548110961914,50.9922409057617,66.4550704956055,50.9922409057617,66.4802703857422,50.9922409057617,66.3703994750977,50.9922409057617
"KY14","K",40.54225005,-74.65870496,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,7.61666666666667,8.13333333333333,7.43333333333333,8,67.7121734619141,53.5951156616211,67.795539855957,53.5951156616211,67.7886734008789,53.5951156616211,67.7888336181641,53.5951156616211,67.7943878173828,53.5951156616211,67.7131729125977,53.5951156616211
"KY15","K",40.54153214,-74.65965331,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,7.73333333333333,7.86666666666667,7.55,7.86666666666667,66.6725616455078,62.1352844238281,66.7145309448242,62.1352844238281,66.6909942626953,62.1352844238281,66.6947860717773,62.1352844238281,66.7105865478516,62.1352844238281,66.6726913452148,62.1352844238281
"KY16","K",40.54081421,-74.66060165,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,7.86666666666667,7.76666666666667,7.68333333333333,7.75,66.654296875,64.7031784057617,66.7042541503906,64.7031784057617,66.6623153686523,64.7031784057617,66.663330078125,64.7031784057617,66.7032318115234,64.7031784057617,66.654296875,64.7031784057617
"KY17","K",40.54009628,-74.66154997,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.01666666666667,7.61666666666667,7.83333333333333,7.61666666666667,67.4617309570312,65.7750701904297,67.5379638671875,65.855598449707,67.4618225097656,65.7750701904297,67.5075988769531,65.7833023071289,67.4921875,65.8436660766602,67.4617309570312,65.7750701904297
"KY18","K",40.53937834,-74.66249826,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.15,7.48333333333333,7.98333333333333,7.46666666666667,64.9408187866211,54.4718894958496,67.2246856689453,63.4500732421875,64.9634780883789,54.4718894958496,67.1991271972656,63.4431648254395,64.9870147705078,54.4718894958496,64.9408187866211,54.4718894958496
"KY19","K",40.53866039,-74.66344654,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.26666666666667,7.31666666666667,8.11666666666667,7.35,68.1555557250977,57.0721244812012,68.9321899414062,57.5867156982422,68.1249847412109,57.0721244812012,68.9265365600586,57.5867156982422,68.1282806396484,57.0721244812012,68.1555557250977,57.0721244812012
"KY20","K",40.5401018,-74.66343932,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.41666666666667,7.13333333333333,8.26666666666667,7.21666666666667,65.9527969360352,50.2971382141113,66.1427688598633,50.2971382141113,65.9747772216797,50.2971382141113,66.1365356445312,50.2971382141113,65.9809112548828,50.2971382141113,65.9527969360352,50.2971382141113
"KY21","K",40.54081975,-74.66249103,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.55,6.98333333333333,8.4,7.06666666666667,67.59130859375,64.8275909423828,67.6319580078125,64.8275909423828,67.5893478393555,64.8275909423828,67.6271514892578,64.8275909423828,67.5939788818359,64.8275909423828,67.59130859375,64.8275909423828
"KY22","K",40.54153769,-74.66154271,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.68333333333333,6.86666666666667,8.53333333333333,6.93333333333333,67.8006744384766,66.4979400634766,67.8097381591797,66.4979400634766,67.8026504516602,66.4981231689453,67.8082504272461,66.4979400634766,67.8040771484375,66.4979400634766,67.8006896972656,66.4979400634766
"KY23","K",40.54225562,-74.66059437,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.8,6.66666666666667,8.7,6.8,67.2261505126953,65.2026062011719,67.2480697631836,65.2026062011719,67.2460632324219,65.2026062011719,67.2460861206055,65.2026062011719,67.2471542358398,65.2026062011719,67.2270278930664,65.2026062011719
"KY24","K",40.54297354,-74.65964602,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,8.91666666666667,6.53333333333333,8.81666666666667,6.68333333333333,66.4832077026367,61.7050666809082,66.5170211791992,61.7050666809082,66.509651184082,61.7050666809082,66.5096588134766,61.7050666809082,66.5098342895508,61.7050666809082,66.488037109375,61.7050666809082
"KY25","K",40.54369146,-74.65869764,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.06666666666667,6.41666666666667,8.96666666666667,6.56666666666667,65.5476379394531,51.209587097168,65.6474609375,51.209587097168,65.6367797851562,51.209587097168,65.6367797851562,51.209587097168,65.6368560791016,51.209587097168,65.5583877563477,51.209587097168
"KY26","K",40.54513287,-74.65869032,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.21666666666667,6.3,9.1,6.38333333333333,63.4531059265137,51.8793296813965,63.5674705505371,51.8793296813965,63.5160636901855,51.8793296813965,63.5160636901855,51.8793296813965,63.516471862793,51.8793296813965,63.504810333252,51.8793296813965
"KY27","K",40.54441495,-74.65963872,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.35,6.16666666666667,9.2,6.23333333333333,65.9815368652344,61.7063293457031,66.0546798706055,61.7063293457031,66.0036773681641,61.7063293457031,66.0036773681641,61.7063293457031,66.0037612915039,61.7063293457031,66.0259475708008,61.7063293457031
"KY28","K",40.54369703,-74.6605871,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.5,6.03333333333333,9.35,6.06666666666667,66.711540222168,64.2972106933594,66.7416458129883,64.2972106933594,66.7336578369141,64.2972106933594,66.7335815429688,64.2972106933594,66.7337112426758,64.2972106933594,66.7194137573242,64.2972106933594
"KY29","K",40.54297909,-74.66153546,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.61666666666667,5.91666666666667,9.48333333333333,5.93333333333333,67.5223159790039,65.6021575927734,67.5318069458008,65.6021575927734,67.5309600830078,65.6021575927734,67.5309219360352,65.6021575927734,67.531120300293,65.6021575927734,67.5229110717773,65.6021575927734
"KY30","K",40.54226115,-74.66248379,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Mike Allen",131,156,171,193,9.75,5.76666666666667,9.61666666666667,5.78333333333333,67.7528457641602,66.432373046875,67.7495269775391,66.432373046875,67.748291015625,66.4327087402344,67.7494888305664,66.432373046875,67.7474365234375,66.432373046875,67.7528610229492,66.432373046875
"KY31","K",40.54154321,-74.66343211,0,0,1,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,194,5.73333333333333,7.7,5.65,9.83333333333333,67.6785659790039,66.1282958984375,67.6855087280273,66.1282958984375,67.6753997802734,66.1282958984375,67.6851272583008,66.1282958984375,67.6753158569336,66.1282958984375,67.6785659790039,66.1282958984375
"KY32","K",40.54082525,-74.66438041,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,194,5.91666666666667,9.91666666666667,5.83333333333333,9.68333333333333,67.3030014038086,62.6741371154785,67.3109436035156,62.6741371154785,67.3008804321289,62.6741371154785,67.3096389770508,62.6741371154785,67.301887512207,62.6741371154785,67.3030014038086,62.6741371154785
"KY33","K",40.54083072,-74.66626978,0,0,0,1,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.05,9.76666666666667,6,9.91666666666667,67.4331665039062,63.0375938415527,67.4346542358398,63.0375938415527,67.4352493286133,63.0375938415527,67.4344711303711,63.0375938415527,67.4346084594727,63.0375938415527,67.4331665039062,63.0375938415527
"KY34","K",40.54083616,-74.66815916,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.21666666666667,9.61666666666667,6.16666666666667,9.76666666666667,66.9001846313477,59.9403114318848,66.8970260620117,59.9403114318848,66.8974456787109,59.9403114318848,66.8970260620117,59.9403114318848,66.8970108032227,59.9403114318848,66.9001846313477,59.9403114318848
"KY35","K",40.54155958,-74.66910031,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.36666666666667,9.45,6.3,9.65,69.7293548583984,56.3890151977539,69.6474304199219,56.3890151977539,69.6475219726562,56.3890151977539,69.6474304199219,56.3890151977539,69.6474304199219,56.3890151977539,69.7293548583984,56.3890151977539
"KY36","K",40.54155415,-74.66721091,0,0,0,1,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.5,9.3,6.45,9.48333333333333,67.6261596679688,63.3885345458984,67.6326217651367,63.3885345458984,67.6333618164062,63.3885345458984,67.6325759887695,63.3885345458984,67.6326217651367,63.3885345458984,67.6261596679688,63.3885345458984
"KY37","K",40.54154869,-74.66532151,1,1,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.66666666666667,9.13333333333333,6.6,9.33333333333333,67.684928894043,65.0184555053711,67.6855087280273,65.0184555053711,67.6841659545898,65.0184555053711,67.6853637695312,65.0184555053711,67.6835403442383,65.0184555053711,67.684928894043,65.0184555053711
"KY38","K",40.54226666,-74.66437321,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.8,8.98333333333333,6.73333333333333,9.2,67.8135681152344,66.0957794189453,67.8079528808594,66.0957794189453,67.808479309082,66.0957794189453,67.8079452514648,66.0957794189453,67.8077621459961,66.0957794189453,67.8135681152344,66.0957794189453
"KY39","K",40.54227213,-74.66626263,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,6.96666666666667,8.85,6.86666666666667,9.06666666666667,66.7625427246094,52.0295715332031,66.7476654052734,52.0295715332031,66.747932434082,52.0295715332031,66.7476654052734,52.0295715332031,66.7476425170898,52.0295715332031,66.7625427246094,52.0295715332031
"KY40","K",40.54227757,-74.66815205,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.11666666666667,8.7,7.03333333333333,8.93333333333333,68.5204391479492,57.8762092590332,68.5507583618164,57.8762092590332,68.5510330200195,57.8762092590332,68.5507583618164,57.8762092590332,68.5507583618164,57.8762092590332,68.5204391479492,57.8762092590332
"KY41","K",40.54300099,-74.66909321,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.31666666666667,8.58333333333333,7.15,8.8,70.9055709838867,62.3454666137695,70.9055099487305,62.3454666137695,70.9055099487305,62.3454666137695,70.9055099487305,62.3454666137695,70.9055099487305,62.3454666137695,70.9055709838867,62.3454666137695
"KY42","K",40.54299556,-74.66720377,0,1,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.46666666666667,8.41666666666667,7.33333333333333,8.63333333333333,66.6554183959961,58.4754676818848,66.6710891723633,58.4754676818848,66.6711502075195,58.4754676818848,66.6710891723633,58.4754676818848,66.6710891723633,58.4754676818848,66.6554183959961,58.4754676818848
"KY43","K",40.5429901,-74.66531433,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.6,8.26666666666667,7.48333333333333,8.48333333333333,67.2163238525391,62.2427711486816,67.2075500488281,62.2427711486816,67.2082290649414,62.2427711486816,67.2075500488281,62.2427711486816,67.2075500488281,62.2427711486816,67.2163238525391,62.2427711486816
"KY44","K",40.54370807,-74.66436602,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.73333333333333,8.11666666666667,7.65,8.33333333333333,61.1420631408691,46.1087989807129,61.0203895568848,46.1087989807129,61.020378112793,46.1087989807129,61.0203895568848,46.1087989807129,61.0203742980957,46.1087989807129,61.1420631408691,46.1087989807129
"KY45","K",40.54298461,-74.6634249,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,7.88333333333333,7.93333333333333,7.76666666666667,8.2,66.9763412475586,64.0658798217773,66.9740600585938,64.0658798217773,66.9742813110352,64.0658798217773,66.974006652832,64.0658798217773,66.974006652832,64.0658798217773,66.9763946533203,64.0658798217773
"KY46","K",40.54370256,-74.66247656,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,8.03333333333333,7.8,7.96666666666667,8.06666666666667,68.5652389526367,58.3105049133301,68.5258331298828,58.3105049133301,68.5255126953125,58.3105049133301,68.5251998901367,58.3105049133301,68.5251846313477,58.3105049133301,68.5658798217773,58.3105049133301
"KY47","K",40.5444205,-74.6615282,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,8.16666666666667,7.66666666666667,8.11666666666667,7.85,67.0553970336914,63.5146446228027,67.0751724243164,63.5146446228027,67.070198059082,63.5146446228027,67.0701446533203,63.5146446228027,67.0704650878906,63.5146446228027,67.0600509643555,63.5146446228027
"KY48","K",40.54513843,-74.66057982,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,8.28333333333333,7.53333333333333,8.26666666666667,7.66666666666667,66.3531799316406,62.4505653381348,66.5572128295898,64.4819717407227,66.3729095458984,62.4505653381348,66.3728332519531,62.4505653381348,66.3730087280273,62.4505653381348,66.5348892211914,64.4819717407227
"KY49","K",40.54585636,-74.65963143,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,8.43333333333333,7.38333333333333,8.45,7.51666666666667,64.2387313842773,54.1136207580566,65.9253082275391,61.682430267334,64.2716827392578,54.1136207580566,64.2716903686523,54.1136207580566,64.2717514038086,54.1136207580566,65.9019165039062,61.682430267334
"KY50","K",40.54657427,-74.65868301,0,1,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,176,192,8.63333333333333,7.25,8.6,7.38333333333333,63.5877265930176,52.7870025634766,63.7259254455566,52.7870025634766,63.6406517028809,52.7870025634766,63.6406555175781,52.7870025634766,63.6408309936523,52.7870025634766,63.6740036010742,52.7870025634766
"KY51","K",40.54801568,-74.65867569,1,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,8.76666666666667,7.08333333333333,9.18333333333333,7.2,64.2848892211914,57.001049041748,64.3782577514648,57.001049041748,64.3193359375,57.001049041748,64.3193359375,57.001049041748,64.3193435668945,57.001049041748,64.3446197509766,57.001049041748
"KY52","K",40.54729776,-74.65962413,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,8.91666666666667,6.93333333333333,9.3,7.01666666666667,65.5932159423828,60.8490676879883,66.2489242553711,62.5982933044434,65.6112518310547,60.8490676879883,65.6112518310547,60.8490676879883,65.6115493774414,60.8490676879883,66.2394409179688,62.5982933044434
"KY53","K",40.54657984,-74.66057255,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,9.06666666666667,6.78333333333333,9.5,6.78333333333333,57.8359031677246,43.4989891052246,65.560920715332,62.8466300964355,57.8417701721191,43.4989891052246,57.8417739868164,43.4989891052246,57.8418884277344,43.4989891052246,65.5337142944336,62.8466300964355
"KY54","K",40.54586191,-74.66152094,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,9.21666666666667,6.65,9.61666666666667,6.63333333333333,66.2890777587891,60.9562797546387,66.3360366821289,60.963508605957,66.3084869384766,60.9562797546387,66.3083190917969,60.9562797546387,66.3083190917969,60.9562797546387,66.3171844482422,60.963508605957
"KY55","K",40.54514397,-74.66246932,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,9.36666666666667,6.48333333333333,9.76666666666667,6.46666666666667,64.5012054443359,48.2113189697266,64.4807205200195,48.2113189697266,64.4795608520508,48.2113189697266,64.4789047241211,48.2113189697266,64.478889465332,48.2113189697266,64.5030517578125,48.2113189697266
"KY56","K",40.54730332,-74.66151369,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,9.51666666666667,6.3,9.95,6.23333333333333,64.1189575195312,56.7272987365723,64.918830871582,57.8439025878906,64.1401901245117,56.7272987365723,64.1401748657227,56.7272987365723,64.1401748657227,56.7272987365723,64.8985824584961,57.8439025878906
"KY57","K",40.54802125,-74.66056527,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,155,177,192,9.7,6.13333333333333,7.7,6.06666666666667,60.6479072570801,48.0558204650879,65.416633605957,62.5712432861328,60.7028465270996,48.0558204650879,60.7028198242188,48.0558204650879,60.7028160095215,48.0558204650879,65.4159698486328,62.5712432861328
"KY58","K",40.54873917,-74.65961683,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,157,177,192,9.85,6.45,7.7,5.91666666666667,67.2175750732422,59.9380187988281,67.3793792724609,59.9380187988281,67.2158126831055,59.9380187988281,67.2158126831055,59.9380187988281,67.2158126831055,59.9380187988281,67.383415222168,59.9380187988281
"KY59","K",40.54945709,-74.65866837,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,157,177,192,7.7,6.3,7.7,5.78333333333333,63.1848335266113,55.9400978088379,63.2294654846191,55.9400978088379,63.1983985900879,55.9400978088379,63.1983985900879,55.9400978088379,63.1984024047852,55.9400978088379,63.2163276672363,55.9400978088379
"KY60","K",40.55018058,-74.65960953,0,0,0,0,"Charles Barreca","Charles Barreca","Charles Barreca","Charles Barreca",135,157,177,192,7.7,6.16666666666667,7.7,5.65,62.5427398681641,49.3540077209473,62.4320335388184,49.3540077209473,62.4286766052246,49.3540077209473,62.4286766052246,49.3540077209473,62.4286766052246,49.3540077209473,62.546142578125,49.3540077209473
"SR01","S",40.54056863,-74.64904104,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,5.63333333333333,9.43333333333333,5.5,9.68333333333333,51.4985656738281,28.8106079101562,51.5901260375977,28.8106079101562,51.6072883605957,28.8106079101562,51.5901260375977,28.8106079101562,51.5901260375977,28.8106079101562,51.4985656738281,28.8106079101562
"SR02","S",40.54128646,-74.64809259,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,5.75,9.3,5.61666666666667,9.56666666666667,64.5309219360352,54.3329086303711,64.5945434570312,54.3329086303711,64.6075973510742,54.3329086303711,64.5945434570312,54.3329086303711,64.5945434570312,54.3329086303711,64.5309219360352,54.3329086303711
"SR03","S",40.54200428,-74.64714411,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,5.88333333333333,9.18333333333333,5.76666666666667,9.43333333333333,59.8719139099121,39.7110176086426,60.005069732666,39.7110176086426,60.0369720458984,39.7110176086426,60.005069732666,39.7110176086426,60.005069732666,39.7110176086426,59.8719139099121,39.7110176086426
"SR04","S",40.54344569,-74.64713655,0,1,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.01666666666667,9.03333333333333,5.9,9.3,65.2900543212891,48.3576736450195,65.3815460205078,48.3576736450195,65.4138107299805,48.3576736450195,65.3815460205078,48.3576736450195,65.3815460205078,48.3576736450195,65.2900543212891,48.3576736450195
"SR05","S",40.54272787,-74.64808504,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.15,8.9,6.03333333333333,9.18333333333333,65.383171081543,60.2412872314453,65.4107666015625,60.2412872314453,65.4367599487305,60.2412872314453,65.4107666015625,60.2412872314453,65.4107666015625,60.2412872314453,65.383171081543,60.2412872314453
"SR06","S",40.54201004,-74.64903352,1,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.3,8.76666666666667,6.15,9.06666666666667,66.3213500976562,63.7626190185547,66.33154296875,63.7626190185547,66.3888320922852,63.7627143859863,66.33154296875,63.7626190185547,66.33154296875,63.7626190185547,66.3213500976562,63.7626190185547
"SR07","S",40.5412922,-74.64998198,1,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.43333333333333,8.61666666666667,6.3,8.91666666666667,65.9729537963867,61.9031066894531,65.9943695068359,61.9031066894531,66.0457153320312,61.9031066894531,65.9943695068359,61.9031066894531,65.9943695068359,61.9031066894531,65.9729537963867,61.9031066894531
"SR08","S",40.54057435,-74.65093041,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.58333333333333,8.48333333333333,6.41666666666667,8.78333333333333,65.6241302490234,60.5729827880859,65.6429214477539,60.5729827880859,65.7209396362305,60.5729866027832,65.6429214477539,60.5729827880859,65.6429214477539,60.5729827880859,65.6241302490234,60.5729827880859
"SR09","S",40.5398565,-74.65187883,1,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.7,8.36666666666667,6.55,8.66666666666667,64.4569549560547,49.737133026123,64.5192947387695,49.737133026123,64.679084777832,49.737133026123,64.5192947387695,49.737133026123,64.5192947387695,49.737133026123,64.4569549560547,49.737133026123
"SR10","S",40.53986218,-74.65376818,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.85,8.06666666666667,6.7,8.53333333333333,57.2281074523926,39.3961753845215,57.307014465332,39.3961753845215,62.8413238525391,53.397632598877,57.307014465332,39.3961753845215,57.307014465332,39.3961753845215,57.2281074523926,39.3961753845215
"SR11","S",40.54058005,-74.65281978,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,6.98333333333333,7.86666666666667,6.81666666666667,8.38333333333333,65.3471832275391,61.4193840026855,65.350830078125,61.4193840026855,65.723503112793,62.7653503417969,65.350830078125,61.4193840026855,65.350830078125,61.4193840026855,65.3471832275391,61.4193840026855
"SR12","S",40.54129791,-74.65187136,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.1,7.75,6.95,8.25,66.350456237793,63.6496772766113,66.3552780151367,63.6496772766113,66.5543670654297,64.6650085449219,66.3552780151367,63.6496772766113,66.3552780151367,63.6496772766113,66.350456237793,63.6496772766113
"SR13","S",40.54201576,-74.65092293,0,0,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.25,7.6,7.08333333333333,8.13333333333333,66.7573013305664,64.4684371948242,66.7688140869141,64.4684371948242,66.8957595825195,65.2558517456055,66.7688140869141,64.4684371948242,66.7688140869141,64.4684371948242,66.7573013305664,64.4684371948242
"SR14","S",40.54273361,-74.64997447,0,0,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.38333333333333,7.48333333333333,7.21666666666667,7.98333333333333,66.8022079467773,65.2145690917969,66.8075714111328,65.2145690917969,66.9049606323242,65.518424987793,66.8075714111328,65.2145690917969,66.8075714111328,65.2145690917969,66.8022079467773,65.2145690917969
"SR15","S",40.54345144,-74.649026,0,1,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.53333333333333,7.35,7.33333333333333,7.85,66.700798034668,64.6844024658203,66.7103805541992,64.6844024658203,66.7428588867188,64.6894683837891,66.7103805541992,64.6844024658203,66.7103805541992,64.6844024658203,66.700798034668,64.6844024658203
"SR16","S",40.54416927,-74.6480775,1,1,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.68333333333333,7.21666666666667,7.48333333333333,7.73333333333333,66.0277709960938,61.824333190918,66.0353317260742,61.824333190918,66.0723648071289,61.824333190918,66.0353317260742,61.824333190918,66.0353317260742,61.824333190918,66.0277709960938,61.824333190918
"SR17","S",40.54488709,-74.64712898,0,0,1,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.85,7.08333333333333,7.6,7.61666666666667,67.4308547973633,55.2807846069336,67.4927291870117,55.2807846069336,67.5131683349609,55.2807846069336,67.4927291870117,55.2807846069336,67.4927291870117,55.2807846069336,67.4308547973633,55.2807846069336
"SR18","S",40.5463285,-74.64712142,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,7.98333333333333,6.93333333333333,7.73333333333333,7.48333333333333,64.8524017333984,50.5968742370605,64.9414749145508,50.5968742370605,64.9598770141602,50.5968742370605,64.9414749145508,50.5968742370605,64.9414749145508,50.5968742370605,64.8524017333984,50.5968742370605
"SR19","S",40.54561068,-74.64806996,1,1,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.11666666666667,6.8,7.86666666666667,7.35,66.6948089599609,63.4196166992188,66.7236938476562,63.4196166992188,66.7489624023438,63.4196166992188,66.7236938476562,63.4196166992188,66.7236938476562,63.4196166992188,66.6948089599609,63.4196166992188
"SR20","S",40.54489285,-74.64901847,1,1,0,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.25,6.66666666666667,8,7.2,66.8011474609375,65.1614608764648,66.7928924560547,65.1614608764648,66.8225021362305,65.1630020141602,66.7928924560547,65.1614608764648,66.7928924560547,65.1614608764648,66.8011474609375,65.1614608764648
"SR21","S",40.54417501,-74.64996697,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.4,6.53333333333333,8.15,7.06666666666667,66.8407363891602,65.318962097168,66.8274536132812,65.318962097168,66.897819519043,65.5122604370117,66.8274536132812,65.318962097168,66.8274536132812,65.318962097168,66.8407363891602,65.318962097168
"SR22","S",40.54345717,-74.65091545,0,0,1,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.55,6.41666666666667,8.3,6.95,66.815673828125,64.6187744140625,66.8104019165039,64.6187744140625,66.950927734375,65.7161560058594,66.8104019165039,64.6187744140625,66.8104019165039,64.6187744140625,66.815673828125,64.6187744140625
"SR23","S",40.54273931,-74.6518639,0,0,1,1,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.7,6.28333333333333,8.43333333333333,6.81666666666667,66.5218734741211,62.6791687011719,66.5247497558594,62.6791687011719,66.8003692626953,64.5957641601562,66.5247497558594,62.6791687011719,66.5247497558594,62.6791687011719,66.5218734741211,62.6791687011719
"SR24","S",40.54202145,-74.65281234,0,0,0,0,"Mike Allen","Thom Almendinger","Thom Almendinger","Mike Allen",123,144,163,186,8.85,6.16666666666667,8.55,6.7,66.0549011230469,59.8256759643555,66.0734634399414,59.8256759643555,66.655647277832,63.1695251464844,66.0734634399414,59.8256759643555,66.0734634399414,59.8256759643555,66.0549011230469,59.8256759643555
