"pt","site","latitude","longitude","occ1","occ2","occ3","occ4","obs1","obs2","obs3","obs4","ord1","ord2","ord3","ord4","dtime1","dtime2","dtime3","dtime4","mean2018","max2018","No_trees_mean","No_trees_max","No_wires_mean","No_wires_max","No_SW_mean","No_SW_max","No_SE_mean","No_SE_max","No_N_mean","No_N_max"
"SY39","S",40.5484906,-74.64711007,0,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,6.9,8.55,6.78333333333333,8.66666666666667,63.4923400878906,53.1719131469727,63.5547790527344,53.1719131469727,63.5681571960449,53.1719131469727,63.5547790527344,53.1719131469727,63.5547790527344,53.1719131469727,63.4923400878906,53.1719131469727
"SY40","S",40.54993201,-74.6471025,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.01666666666667,8.41666666666667,6.95,8.5,63.7117309570312,54.1075820922852,63.7500648498535,54.1075820922852,63.7645416259766,54.1075820922852,63.7500648498535,54.1075820922852,63.7500648498535,54.1075820922852,63.7117309570312,54.1075820922852
"SY41","S",40.54921419,-74.64805109,0,0,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.15,8.26666666666667,7.08333333333333,8.38333333333333,65.8924560546875,61.7953720092773,65.8913726806641,61.7953720092773,65.9125213623047,61.7953720092773,65.8913726806641,61.7953720092773,65.8913726806641,61.7953720092773,65.8924560546875,61.7953720092773
"SY42","S",40.54849636,-74.64899966,0,1,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.26666666666667,8.15,7.2,8.25,66.4527816772461,64.2609176635742,66.4694671630859,64.2609176635742,66.4880828857422,64.2611618041992,66.4694671630859,64.2609176635742,66.4694671630859,64.2609176635742,66.4527816772461,64.2609176635742
"SY43","S",40.54777852,-74.64994821,1,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.38333333333333,8.01666666666667,7.35,8.11666666666667,66.8659439086914,65.3496017456055,66.8753051757812,65.3496017456055,66.9036026000977,65.4705505371094,66.8753051757812,65.3496017456055,66.8753051757812,65.3496017456055,66.8659439086914,65.3496017456055
"SY44","S",40.54706068,-74.65089674,0,0,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.5,7.88333333333333,7.46666666666667,7.98333333333333,67.2222442626953,65.1524124145508,67.2264709472656,65.1524124145508,67.3253173828125,65.9910354614258,67.2264709472656,65.1524124145508,67.2264709472656,65.1524124145508,67.2222442626953,65.1524124145508
"SY45","S",40.54634283,-74.65184524,0,1,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.61666666666667,7.73333333333333,7.6,7.85,67.013542175293,63.583065032959,67.026741027832,63.583065032959,67.2563629150391,65.3036117553711,67.026741027832,63.583065032959,67.026741027832,63.583065032959,67.013542175293,63.583065032959
"SY46","S",40.54562497,-74.65279373,0,0,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.75,7.6,7.73333333333333,7.73333333333333,65.8714294433594,58.4844932556152,65.8974151611328,58.4844932556152,66.6845092773438,63.3207359313965,65.8974151611328,58.4844932556152,65.8974151611328,58.4844932556152,65.8714294433594,58.4844932556152
"SY47","S",40.5449071,-74.6537422,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.86666666666667,7.48333333333333,7.86666666666667,7.58333333333333,56.1340942382812,35.3581886291504,56.1574630737305,35.3581886291504,64.7797622680664,57.7080345153809,56.1574630737305,35.3581886291504,56.1574630737305,35.3581886291504,56.1340942382812,35.3581886291504
"SY48","S",40.54634851,-74.65373478,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,7.98333333333333,7.33333333333333,8.03333333333333,7.43333333333333,54.2010078430176,34.0486679077148,54.2252655029297,34.0486679077148,63.9288940429688,52.9706077575684,54.2252655029297,34.0486679077148,54.2252655029297,34.0486679077148,54.2010078430176,34.0486679077148
"SY49","S",40.54706637,-74.65278629,0,0,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.08333333333333,7.21666666666667,8.16666666666667,7.31666666666667,65.8188629150391,59.9525871276855,65.8376541137695,59.9525871276855,66.3789825439453,62.302059173584,65.8376541137695,59.9525871276855,65.8376541137695,59.9525871276855,65.8188629150391,59.9525871276855
"SY50","S",40.54778423,-74.65183778,0,1,1,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.2,7.08333333333333,8.3,7.18333333333333,66.7561111450195,63.5512924194336,66.7635650634766,63.5512924194336,66.9356384277344,65.2009506225586,66.7635650634766,63.5512924194336,66.7635650634766,63.5512924194336,66.7561111450195,63.5512924194336
"SY51","S",40.54850209,-74.65088925,1,1,0,1,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.33333333333333,6.95,8.43333333333333,7.06666666666667,66.7876968383789,65.0295944213867,66.7799911499023,65.0295944213867,66.8496932983398,65.6748504638672,66.7799911499023,65.0295944213867,66.7799911499023,65.0295944213867,66.7876968383789,65.0295944213867
"SY52","S",40.54921993,-74.6499407,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.43333333333333,6.81666666666667,8.58333333333333,6.95,66.329460144043,64.7409210205078,66.3390426635742,64.7409210205078,66.3684768676758,64.7690658569336,66.3390426635742,64.7409210205078,66.3390426635742,64.7409210205078,66.329460144043,64.7409210205078
"SY53","S",40.54993776,-74.64899214,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.55,6.68333333333333,8.71666666666667,6.83333333333333,65.0933532714844,60.7237930297852,65.0612640380859,60.7237930297852,65.0761947631836,60.7237930297852,65.0612640380859,60.7237930297852,65.0612640380859,60.7237930297852,65.0933532714844,60.7237930297852
"SY54","S",40.55066133,-74.6499332,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.68333333333333,6.56666666666667,8.85,6.71666666666667,63.0405921936035,47.9131622314453,63.0158843994141,47.9131622314453,63.0385856628418,47.9131622314453,63.0158843994141,47.9131622314453,63.0158843994141,47.9131622314453,63.0405921936035,47.9131622314453
"SY55","S",40.54994349,-74.65088177,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.81666666666667,6.45,8.98333333333333,6.6,65.1961822509766,52.5693588256836,65.1436538696289,52.5693588256836,65.1830139160156,52.5693588256836,65.1436538696289,52.5693588256836,65.1436538696289,52.5693588256836,65.1961822509766,52.5693588256836
"SY56","S",40.54922564,-74.65183032,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,8.93333333333333,6.31666666666667,9.1,6.46666666666667,65.2634658813477,59.0836601257324,65.2179641723633,59.0836601257324,65.3426284790039,59.1171760559082,65.2179641723633,59.0836601257324,65.2179641723633,59.0836601257324,65.2634658813477,59.0836601257324
"SY57","S",40.54850778,-74.65277884,0,1,1,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,9.06666666666667,6.16666666666667,9.23333333333333,6.3,65.3481216430664,58.8926239013672,65.3581314086914,58.8926239013672,65.8867492675781,62.6287117004395,65.3581314086914,58.8926239013672,65.3581314086914,58.8926239013672,65.3481216430664,58.8926239013672
"SY58","S",40.54778991,-74.65372735,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,9.18333333333333,6.03333333333333,9.35,6.05,52.8615417480469,26.7616291046143,52.8883285522461,26.7616291046143,67.0291366577148,55.3582344055176,52.8883285522461,26.7616291046143,52.8883285522461,26.7616291046143,52.8615417480469,26.7616291046143
"SY59","S",40.54923132,-74.65371993,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,9.3,5.9,9.5,5.88333333333333,52.0474700927734,28.0743923187256,52.0674514770508,28.0743923187256,66.1949768066406,52.2776222229004,52.0674514770508,28.0743923187256,52.0674514770508,28.0743923187256,52.0474700927734,28.0743923187256
"SY60","S",40.54994918,-74.6527714,0,0,0,0,"Mike Allen","Mike Allen","Mike Allen","Mike Allen",131,156,173,191,9.43333333333333,5.78333333333333,9.63333333333333,5.75,63.9867553710938,52.2357406616211,63.962516784668,52.2357406616211,64.4873809814453,53.8006248474121,63.962516784668,52.2357406616211,63.962516784668,52.2357406616211,63.9867553710938,52.2357406616211
